supplier_id,order_date,order_quantity,promised_delivery_date,actual_delivery_date,on_time,quality_rating,order_value
SUP_0002,2023-12-06,8307,2023-12-11,2023-12-02,False,0.9067262961244689,82504.04805532299
SUP_0002,2023-12-13,8632,2023-12-01,2023-12-02,True,0.9455141274338605,4973.747049451285
SUP_0002,2023-11-21,1471,2023-11-28,2023-12-10,True,0.9296090091574122,26049.607751105068
SUP_0002,2023-12-14,9423,2023-12-16,2023-12-21,True,0.727981434033451,96418.49292696889
SUP_0002,2023-11-23,111,2023-11-30,2023-12-05,False,0.9831784850429374,76817.07488425607
SUP_0002,2023-11-22,2177,2023-12-17,2023-12-01,True,0.7055158426454792,46942.602251045966
SUP_0002,2023-11-30,5956,2023-12-10,2023-12-19,True,0.7656141666719617,6934.386785269519
SUP_0002,2023-12-06,1360,2023-12-19,2023-12-20,True,0.7134990463706272,73680.97464512297
SUP_0002,2023-11-22,5693,2023-11-29,2023-12-07,True,0.8396010801818458,2354.559061307429
SUP_0002,2024-01-17,4773,2023-12-28,2024-01-13,True,0.7523941557688988,30297.270914224995
SUP_0002,2024-01-14,5297,2023-12-29,2024-01-23,True,0.8776050528367189,17424.201412707836
SUP_0002,2024-01-24,7925,2024-02-09,2024-01-26,False,0.8219771612078417,15184.864411561468
SUP_0002,2024-01-23,7289,2024-02-09,2024-02-09,False,0.8816443751577836,31480.75181960869
SUP_0002,2024-02-23,5974,2024-03-10,2024-03-01,True,0.9186334163351942,33029.510836063666
SUP_0002,2024-03-02,7866,2024-03-10,2024-03-23,True,0.7403728801312323,10347.470868387614
SUP_0002,2024-02-27,6738,2024-03-08,2024-02-25,True,0.9682795354769242,64845.387623943236
SUP_0002,2024-03-16,2353,2024-03-11,2024-03-05,True,0.9136411137641816,36303.02142263436
SUP_0002,2024-03-08,5329,2024-03-18,2024-03-24,True,0.9553452206277946,95805.5329809862
SUP_0002,2024-04-01,5032,2024-04-03,2024-04-16,True,0.7414046461060155,9022.82243604062
SUP_0002,2024-03-26,4178,2024-04-17,2024-04-17,True,0.7262949508583959,7515.364308367071
SUP_0002,2024-04-08,1681,2024-03-29,2024-03-25,True,0.8429383813718199,32512.105374542385
SUP_0002,2024-03-21,9143,2024-04-01,2024-04-01,True,0.7399629772409886,63607.22939008535
SUP_0002,2024-05-01,6431,2024-05-17,2024-05-21,True,0.8851317833285969,85145.97371981734
SUP_0002,2024-05-07,4139,2024-05-15,2024-05-01,False,0.7324133678129221,48370.61594061173
SUP_0002,2024-04-29,7344,2024-05-04,2024-05-13,True,0.9497251550230759,97571.82980308816
SUP_0002,2024-05-03,6682,2024-05-09,2024-05-04,True,0.9460202506166948,5116.317024812783
SUP_0002,2024-04-29,3446,2024-05-01,2024-05-07,True,0.8958848974413527,16238.031468507597
SUP_0002,2024-04-21,1566,2024-05-15,2024-05-15,False,0.7223915293238286,90865.80788457376
SUP_0002,2024-04-22,7933,2024-05-01,2024-05-07,True,0.9824730558201802,53441.6826447284
SUP_0002,2024-05-09,699,2024-05-11,2024-05-18,False,0.9499613069790023,30998.73319122097
SUP_0002,2024-05-29,8604,2024-06-16,2024-06-21,True,0.8517794962958676,17030.377656589157
SUP_0002,2024-06-17,4543,2024-06-11,2024-05-26,True,0.8064185670190638,40669.7125166122
SUP_0002,2024-06-02,1046,2024-05-31,2024-06-02,True,0.884928453211561,46286.86253111893
SUP_0002,2024-06-13,6460,2024-06-04,2024-05-30,True,0.9863697786576433,15991.799122626366
SUP_0002,2024-05-28,1564,2024-06-01,2024-06-08,True,0.8204385337267129,34470.35652725988
SUP_0002,2024-05-19,5967,2024-06-15,2024-06-20,True,0.9203097029476655,21674.26261396441
SUP_0002,2024-06-13,1383,2024-05-26,2024-05-30,True,0.9615739183841516,58121.1796293505
SUP_0002,2024-06-16,1019,2024-06-13,2024-05-27,True,0.7237840853893575,57019.20547101142
SUP_0002,2024-07-14,4616,2024-07-11,2024-06-29,False,0.9265400852335588,59075.767910082606
SUP_0002,2024-06-21,7937,2024-07-16,2024-07-03,True,0.9747364718362381,36619.61526098465
SUP_0002,2024-07-13,792,2024-07-01,2024-07-21,True,0.9625400855863456,97123.08471085723
SUP_0002,2024-06-30,6633,2024-06-30,2024-07-04,True,0.8216268475417464,52112.04662056973
SUP_0002,2024-07-26,1369,2024-08-14,2024-08-03,True,0.7841004257654237,14085.786117633303
SUP_0002,2024-08-01,5911,2024-07-31,2024-08-12,True,0.7381288720655317,19739.080945684935
SUP_0002,2024-08-04,521,2024-07-29,2024-08-17,True,0.7145088133146342,82228.27086354721
SUP_0002,2024-07-21,9182,2024-08-11,2024-07-26,True,0.939935009333735,55914.01545404835
SUP_0002,2024-07-29,2281,2024-08-03,2024-08-16,True,0.7043701464253836,25492.574958776233
SUP_0002,2024-07-31,5898,2024-08-12,2024-08-14,True,0.7063063320178651,82141.34575351418
SUP_0002,2024-08-19,2495,2024-09-07,2024-08-24,True,0.8193380322787294,51659.037264355386
SUP_0002,2024-09-04,3238,2024-08-31,2024-08-29,True,0.7435980077261511,51063.97763435602
SUP_0002,2024-09-06,656,2024-08-31,2024-09-13,True,0.9983745967105779,20982.341701012054
SUP_0002,2024-08-30,7600,2024-09-13,2024-09-15,False,0.9333433733375351,82411.5720342279
SUP_0002,2024-09-07,6356,2024-08-28,2024-09-02,True,0.9837912669536798,84374.37228838772
SUP_0002,2024-09-09,3540,2024-09-10,2024-09-02,False,0.9389453167988742,75919.0509344459
SUP_0002,2024-08-30,7180,2024-08-27,2024-09-15,True,0.9072178945339789,73149.83600340103
SUP_0002,2024-10-13,1442,2024-10-11,2024-10-14,True,0.8468932228096098,42128.85705861687
SUP_0002,2024-10-05,7335,2024-10-06,2024-10-15,True,0.987016130166805,60336.61277917439
SUP_0002,2024-11-06,9141,2024-11-06,2024-11-07,True,0.864078662795643,48033.89741381004
SUP_0002,2024-10-27,594,2024-11-04,2024-11-07,True,0.8942373822236638,84531.74935474207
SUP_0002,2024-10-22,5528,2024-11-05,2024-11-03,True,0.7673972192925299,40533.92543972303
SUP_0002,2024-11-03,7182,2024-11-14,2024-11-11,True,0.9397473913314346,34085.07870313788
SUP_0002,2024-12-10,5830,2024-11-23,2024-11-22,True,0.9027283878685671,62242.41862029996
SUP_0002,2024-12-12,6553,2024-12-13,2024-12-05,True,0.9306760133713505,99414.08380991197
SUP_0002,2024-11-22,9754,2024-12-14,2024-12-11,False,0.9721125881245065,99161.74480691127
SUP_0002,2024-11-15,4858,2024-12-10,2024-12-12,True,0.8255168600135,36423.313684223715
SUP_0002,2024-11-25,3829,2024-12-14,2024-12-04,True,0.8415219512555316,55793.70584477514
SUP_0002,2024-11-27,3087,2024-12-09,2024-12-13,True,0.7075597284463209,36128.353698773106
SUP_0002,2024-12-19,6872,2025-01-07,2025-01-16,True,0.7864553577878588,1639.9714211813446
SUP_0002,2024-12-20,2396,2024-12-27,2024-12-25,True,0.8754483433917373,94205.94951310048
SUP_0002,2025-01-06,8152,2024-12-24,2024-12-20,True,0.8877045736784057,55502.636379026335
SUP_0002,2025-01-12,6587,2025-01-03,2024-12-22,False,0.7588882906933201,3233.8866588293763
SUP_0002,2025-01-11,3653,2025-01-06,2024-12-21,True,0.9425184646912068,61552.99551960925
SUP_0002,2025-01-05,5718,2024-12-30,2024-12-20,True,0.7493861539709514,18936.01323415199
SUP_0002,2024-12-22,1562,2025-01-08,2024-12-21,True,0.8782148396700433,59375.69602000322
SUP_0002,2024-12-20,7116,2025-01-06,2024-12-30,True,0.7515488381072974,52289.67230599413
SUP_0002,2025-01-03,8565,2025-01-10,2025-01-17,True,0.704158640773858,65288.50320342562
SUP_0002,2025-02-02,3432,2025-02-09,2025-02-02,True,0.9037199813486911,93242.29992833431
SUP_0002,2025-01-23,7888,2025-01-30,2025-02-16,True,0.9639257206883031,5872.870539535399
SUP_0002,2025-01-27,4716,2025-02-10,2025-01-29,True,0.7414375879420741,86052.06400704473
SUP_0002,2025-02-06,3439,2025-01-25,2025-01-28,False,0.7120866837203625,51709.25606002811
SUP_0002,2025-02-17,4186,2025-03-09,2025-03-09,True,0.7392151970769272,67499.17706516202
SUP_0002,2025-02-25,831,2025-03-01,2025-03-12,True,0.7936569209707388,43319.18628850222
SUP_0002,2025-03-06,9507,2025-02-24,2025-03-08,True,0.7020444093700384,52817.311321679714
SUP_0002,2025-03-14,4339,2025-02-28,2025-02-21,True,0.797119247683127,76754.18954168481
SUP_0002,2025-02-26,7188,2025-03-10,2025-02-23,True,0.7076709397269204,79009.04322550223
SUP_0002,2025-02-28,8402,2025-03-13,2025-02-25,True,0.7247217915585844,60396.817967845534
SUP_0002,2025-03-20,3297,2025-04-13,2025-04-05,True,0.7693839784947866,25113.54146059856
SUP_0002,2025-04-13,9599,2025-03-24,2025-03-30,False,0.741190009814671,95286.28848747374
SUP_0002,2025-04-04,4761,2025-03-28,2025-04-18,False,0.9613754882195957,29654.648601852616
SUP_0002,2025-04-05,5278,2025-03-28,2025-03-28,False,0.8793519960537055,9114.607729722557
SUP_0002,2025-04-05,478,2025-03-24,2025-04-10,True,0.9579038755240998,95987.74611258578
SUP_0002,2025-03-30,9258,2025-04-02,2025-04-11,True,0.9509326577409609,55342.05353236709
SUP_0002,2025-04-01,5703,2025-03-26,2025-03-28,True,0.8431600238253883,79513.23980869494
SUP_0002,2025-05-03,6069,2025-05-08,2025-05-10,False,0.7141590105092137,96180.2453445629
SUP_0002,2025-04-28,4757,2025-04-24,2025-05-11,True,0.774637536621753,94263.76372937096
SUP_0002,2025-04-22,8133,2025-04-28,2025-05-17,True,0.7032145893086077,54881.47636450983
SUP_0002,2025-04-14,8837,2025-05-05,2025-04-30,True,0.7514789101195569,17578.51470728086
SUP_0002,2025-04-20,5696,2025-05-13,2025-05-17,True,0.7189389727623899,40278.750589097406
SUP_0002,2025-04-15,4535,2025-05-11,2025-05-17,True,0.7587137920298946,82205.07857554409
SUP_0002,2025-05-09,3299,2025-05-07,2025-04-29,True,0.7769941621558287,75459.31893700051
SUP_0002,2025-05-04,6154,2025-04-22,2025-05-18,True,0.9987203356153969,44090.96568599883
SUP_0002,2025-05-18,1549,2025-05-22,2025-05-27,True,0.8538938049462722,28857.905235044138
SUP_0002,2025-05-15,9754,2025-05-26,2025-06-14,True,0.9172087566318763,92951.98810810065
SUP_0002,2025-05-14,612,2025-05-24,2025-05-22,True,0.7219010778698881,74658.82945441999
SUP_0002,2025-06-30,4667,2025-07-06,2025-06-30,True,0.8356607437310616,74170.05077730236
SUP_0002,2025-06-23,394,2025-06-29,2025-07-04,False,0.959810702513727,1981.1588536242107
SUP_0002,2025-07-08,5061,2025-06-23,2025-06-20,True,0.7962173573379873,56680.508037674175
SUP_0002,2025-06-18,4665,2025-06-20,2025-06-21,False,0.9572591823255772,10639.32248533089
SUP_0002,2025-07-03,2621,2025-07-03,2025-06-26,True,0.8210442907080998,24240.68775077216
SUP_0002,2025-07-13,340,2025-08-05,2025-08-10,True,0.7554760892401433,43387.36212998186
SUP_0002,2025-08-06,9242,2025-07-22,2025-08-16,True,0.9627714774999684,90624.60090204103
SUP_0002,2025-08-10,9814,2025-07-28,2025-07-27,True,0.9860208638146285,6962.467545129448
SUP_0002,2025-08-25,7707,2025-09-09,2025-08-19,True,0.7371538080117452,7983.0281217026995
SUP_0002,2025-08-14,2016,2025-08-19,2025-09-05,False,0.7355981843423616,18015.7747014565
SUP_0002,2025-08-12,6462,2025-09-08,2025-09-06,True,0.8320213225199495,48802.27616660037
SUP_0002,2025-10-07,634,2025-09-24,2025-09-27,True,0.8511125161252212,87963.1704414512
SUP_0002,2025-09-23,5425,2025-10-01,2025-10-01,True,0.9073739991357967,17589.087391146142
SUP_0002,2025-10-09,1204,2025-09-22,2025-09-27,True,0.9218407699716182,64907.9012846417
SUP_0002,2025-10-02,4946,2025-10-08,2025-10-11,True,0.8132089530389952,41938.13649870596
SUP_0002,2025-10-25,647,2025-10-30,2025-11-07,True,0.9843339093907689,14978.707290181308
SUP_0002,2025-11-02,7876,2025-11-02,2025-11-07,True,0.8433226379198607,48337.733432028566
SUP_0002,2025-10-13,2560,2025-10-19,2025-10-16,False,0.97529418337133,88859.42508107536
SUP_0002,2025-10-28,3214,2025-10-24,2025-10-24,True,0.7941109374271469,63928.886873308715
SUP_0003,2023-11-30,4178,2023-12-07,2023-12-14,True,0.8802836453613156,69911.90629513688
SUP_0003,2023-12-05,766,2023-12-14,2023-12-09,True,0.8417546328458756,38444.22700909113
SUP_0003,2023-12-08,7466,2023-12-10,2023-12-10,True,0.8237099461824043,8155.417809744483
SUP_0003,2023-12-16,1092,2023-12-08,2023-12-05,True,0.8081182120162334,9620.04935215351
SUP_0003,2023-11-29,443,2023-12-05,2023-12-09,True,0.7269278501680471,91171.80020394521
SUP_0003,2024-02-04,9409,2024-02-03,2024-02-19,True,0.8640031794691935,88563.39403207916
SUP_0003,2024-02-12,8877,2024-02-08,2024-02-10,True,0.7498688086154975,91732.42596043591
SUP_0003,2024-02-06,1652,2024-02-04,2024-02-07,True,0.8016470447268422,95254.18221726127
SUP_0003,2024-02-08,7643,2024-02-10,2024-02-04,True,0.7942131420755297,50420.69573729185
SUP_0003,2024-03-03,6581,2024-03-17,2024-02-26,True,0.9728645419036415,57326.59284490322
SUP_0003,2024-02-19,4372,2024-02-28,2024-03-05,True,0.9498812176955983,98591.05670898837
SUP_0003,2024-02-22,8152,2024-03-18,2024-03-01,True,0.8633786346132248,5065.749106250137
SUP_0003,2024-03-11,9444,2024-03-13,2024-03-19,True,0.9021268689352269,45584.68819229848
SUP_0003,2024-03-26,7428,2024-04-08,2024-04-13,True,0.9901813571110893,71797.37696187191
SUP_0003,2024-03-30,1637,2024-04-09,2024-04-05,True,0.9693865648555058,52979.88468429308
SUP_0003,2024-04-01,3761,2024-03-28,2024-04-05,True,0.7617940107630885,1093.3981114954777
SUP_0003,2024-03-21,1580,2024-04-18,2024-04-08,True,0.816308546451702,14698.451887930813
SUP_0003,2024-03-21,1399,2024-04-09,2024-03-27,True,0.9102597097376286,85699.56122015137
SUP_0003,2024-04-02,2931,2024-04-14,2024-03-26,False,0.854702965323122,50228.134772496924
SUP_0003,2024-04-26,5290,2024-05-11,2024-05-12,True,0.9608949054436513,9725.308666692457
SUP_0003,2024-05-04,8734,2024-04-30,2024-05-04,True,0.9483025584343816,74246.91483343995
SUP_0003,2024-05-09,3464,2024-05-04,2024-05-08,True,0.785942121323375,52289.639354558545
SUP_0003,2024-04-26,1272,2024-05-06,2024-04-29,False,0.9000782342376041,44104.23601657539
SUP_0003,2024-06-13,2036,2024-06-11,2024-05-26,True,0.8597412723651692,56877.24219019502
SUP_0003,2024-05-22,9157,2024-06-04,2024-06-13,True,0.9909456593901353,73035.48263226918
SUP_0003,2024-05-20,3183,2024-06-11,2024-06-02,True,0.7576070107409033,67001.8795373588
SUP_0003,2024-06-12,6895,2024-06-03,2024-05-25,True,0.8003327581354311,52411.956571588016
SUP_0003,2024-05-28,9427,2024-06-02,2024-05-27,True,0.8308738079071472,66172.43651110012
SUP_0003,2024-06-23,5513,2024-07-16,2024-07-21,True,0.8008970182811,92133.05262515291
SUP_0003,2024-07-13,7657,2024-07-11,2024-07-11,True,0.8455053962572123,9454.899986109443
SUP_0003,2024-06-25,8184,2024-06-30,2024-07-13,True,0.8372725996751296,48063.19968019276
SUP_0003,2024-07-05,8219,2024-07-14,2024-07-04,True,0.7584874814495891,50986.23367376379
SUP_0003,2024-07-07,8316,2024-07-05,2024-07-15,True,0.7158231856486652,83582.2467126357
SUP_0003,2024-07-16,6018,2024-07-01,2024-06-30,False,0.7752670949602314,10955.71047626099
SUP_0003,2024-06-22,7493,2024-07-14,2024-06-25,False,0.8038590660040983,65724.8883613217
SUP_0003,2024-07-30,5820,2024-07-28,2024-08-01,True,0.8366948648319632,48719.71663791632
SUP_0003,2024-08-09,3481,2024-08-09,2024-07-23,True,0.8257408523326164,12216.660835428502
SUP_0003,2024-08-04,4252,2024-08-09,2024-07-27,True,0.7191639302292708,32421.496152760636
SUP_0003,2024-07-20,6333,2024-08-01,2024-08-18,True,0.9255312363048934,90717.11842407873
SUP_0003,2024-07-29,4863,2024-08-11,2024-08-04,False,0.9084755139344523,2044.5611225687956
SUP_0003,2024-07-24,3259,2024-08-05,2024-08-07,True,0.9238538915656817,80401.78875800398
SUP_0003,2024-08-01,3144,2024-08-06,2024-07-27,True,0.915770325713244,27883.49506257108
SUP_0003,2024-07-31,754,2024-08-03,2024-08-15,False,0.9281200201862447,67963.4385220906
SUP_0003,2024-09-11,4616,2024-09-15,2024-09-19,True,0.7757591168909334,44840.10766804809
SUP_0003,2024-08-23,2608,2024-09-15,2024-09-17,True,0.9307183399479173,43125.060267912435
SUP_0003,2024-09-01,7064,2024-09-02,2024-09-15,True,0.8146398726477964,30879.127596606675
SUP_0003,2024-08-17,7788,2024-09-04,2024-08-26,False,0.8163918263193659,83127.01731140849
