supplier_id,name,country,region,industry,years_in_business,employee_count,avg_delivery_time_days,on_time_delivery_rate,quality_score,defect_rate,annual_revenue_millions,profit_margin,credit_score,debt_to_equity,production_capacity_units,utilization_rate,certifications,has_erp_system,unit_cost,min_order_quantity,geopolitical_risk_score,esg_score,compliance_score
SUP_0019,"Robinson, Nguyen and Tate",China,Azerbaijan,Textiles,35,9017,22.77461338318301,0.7987811251446296,0.7042778112943613,0.025305835260376903,349.5162757590503,0.11966732089063947,374,1.7671968257014006,902323,0.7462811111004526,None,True,217.5007617309781,3067,0.7454677914138113,0.9933535994004712,0.7063088384557132
SUP_0020,Underwood LLC,China,Montana,Machinery,32,9929,10.093998323812254,0.9514638160908193,0.8247466768575095,0.01269124612972667,343.12394215112045,0.19798175208947494,572,1.1152221997080705,969059,0.8892601131377096,ISO9001,False,200.70882257973992,495,0.8668331975065587,0.8930002008669129,0.6774525952313604
SUP_0021,Jones-Gentry,UK,Montenegro,Automotive Parts,47,8385,6.039774499323926,0.7953127181572756,0.8690073824308153,0.03786635194244632,397.87373142566577,0.20792362855891078,408,1.868765300805856,555977,0.6201455660058255,ISO14001,True,444.9750495515669,4430,0.6646651871029556,0.9780563607818944,0.8440150050875195
SUP_0022,"Edwards, Rios and Foster",Brazil,United States Virgin Islands,Electronics Manufacturing,38,1592,12.76613244105046,0.8235665277636128,0.6890305670284123,0.020435928495758343,447.02948530062054,0.0793209643384051,328,0.2611916567618646,299106,0.8034568960293738,ISO45001,False,125.97574490421859,7594,0.8888008510582968,0.8273647296812592,0.6881297927654579
SUP_0023,"Ellis, Baker and Wright",India,Monaco,Chemicals,39,4236,11.041400106722103,0.8259910349015986,0.7014728695492555,0.02085490225228944,290.0217823504552,0.19819477218213366,755,0.3232998688764993,183416,0.8604740799301542,ISO14001,True,206.10921750729216,1631,0.32856966902548856,0.9080193897326221,0.6117979192597263
SUP_0024,"Baker, Richards and Hurst",South Korea,Iran,Pharmaceuticals,16,5398,9.140115727747773,0.7733671487168798,0.878164449242659,0.004696292807398694,91.44556163553393,0.09336182131729825,442,0.963628023058769,511108,0.8439237695523352,ISO9001,False,458.4746274178621,1453,0.860329187261247,0.9231846487236415,0.7278283763928565
SUP_0025,Robinson-Bright,UK,Malawi,Construction Materials,28,6869,4.380521378450965,0.8692602724367529,0.6310938547859939,0.04874534557564216,493.2432647950054,0.18963234280394903,444,0.6315506636209968,327428,0.8848282568974319,ISO14001,True,456.3543204019828,3424,0.8524254617083068,0.5916473404169353,0.7905813105904131
SUP_0026,Davis-Williams,Thailand,Bouvet Island (Bouvetoya),Metals,30,7459,12.371224891596196,0.8599604830377803,0.6659337044548004,0.021151500712683086,391.0251190302605,0.14607401637327094,538,0.3857920930967036,596580,0.8623524049916251,ISO9001,False,288.84991989121636,4100,0.47495452783597625,0.5903736516363656,0.6367035359653531
SUP_0027,Burton Ltd,Mexico,Jamaica,Electronics Manufacturing,5,9910,15.026218498590916,0.923006350402348,0.9779062919529712,0.042632722143193164,131.20056985416687,0.14010882706201871,300,1.9126969517915726,944604,0.6725296771528197,ISO45001,False,32.97926921769776,7339,0.11774779362424131,0.648715630652125,0.738105348394507
SUP_0028,"Brown, James and Ferrell",India,Marshall Islands,Textiles,12,1127,15.234902968823711,0.9807123919775487,0.6353632893462586,0.039799074134012014,299.0783895974417,0.14600919340369503,506,1.5908697014941882,874141,0.8464279188347282,ISO9001,True,17.126886177262143,7049,0.5864702796335082,0.7456510251355978,0.7774078042711128
SUP_0029,Maddox-Valencia,India,Algeria,Food & Beverage,38,7698,12.566427519786252,0.8804051430660833,0.9449454834986981,0.047526510559224466,82.0660056552286,0.2353175250322989,629,1.5609437084992552,327267,0.7606975146833914,None,True,171.08828904087903,3918,0.5637199475773907,0.5390942473195814,0.7686317083570351
SUP_0030,"Le, Maldonado and Herrera",Mexico,Ethiopia,Chemicals,16,7737,21.672228204320678,0.7522195089812965,0.8786005864908315,0.02117139950351888,438.4156263786644,0.15304721097284218,360,0.4653491357364744,427170,0.8876267228955572,ISO9001,True,25.584293927730915,7081,0.19650869688048067,0.6225451376229081,0.6031668592028963
SUP_0031,"Peterson, Carter and Moore",China,Alabama,Metals,45,7290,14.79186982856538,0.899457567957864,0.8046628054189044,0.008691906453093493,194.87012296861556,0.05051900487672931,556,0.26058231459329567,482930,0.664582356774732,ISO9001,True,247.41626274360044,8250,0.5250126031788273,0.8043612429740254,0.5311706812556207
SUP_0032,"Liu, Baker and Mason",Italy,Christmas Island,Automotive Parts,7,5172,10.499421709630433,0.9596099829292878,0.8046709768462664,0.02707356077800047,62.514285556490265,0.13948247336469094,314,0.2992514164117137,441734,0.7320494570866178,ISO9001,True,113.60952342830687,7741,0.5282684512124188,0.46325148808486083,0.6714634321391302
SUP_0033,"Gaines, Harrell and Evans",Thailand,Northern Mariana Islands,Metals,3,282,10.630129402574518,0.8557608971273788,0.8347364472083516,0.037526534235032175,221.5131776525429,0.07551606055911275,724,0.7411489843566443,719913,0.8126443278027504,ISO9001,True,171.87075582764786,9604,0.10602749050725979,0.4577329583987697,0.6826784098370289
SUP_0034,"Lynch, Hernandez and Farmer",Germany,Mauritius,Construction Materials,9,8484,14.98352039836323,0.7052903196142246,0.8787845849465685,0.04986552120365133,449.3390288572702,0.16519968356113202,374,1.7444635391985626,772501,0.9412735070307998,ISO14001,False,412.22212184514274,4389,0.5454103144111438,0.7001288826289298,0.6399895468301421
SUP_0035,"Sellers, George and Burns",UK,Bouvet Island (Bouvetoya),Chemicals,26,9383,10.451535249257736,0.9135116832725616,0.8119360092724467,0.03565427468657778,386.21195570699103,0.06745803591793509,438,1.8708272502881749,377436,0.786406301393055,ISO9001,True,75.86319170009737,6138,0.5391375839111818,0.44121132363116505,0.8422857739399167
SUP_0036,Koch-Decker,Germany,Maryland,Pharmaceuticals,9,2882,18.19311824918822,0.7338418586010875,0.7892664804207569,0.030698992171736095,399.2018304835666,0.07133985002268722,617,1.5173515985425645,315073,0.6435040282199407,ISO45001,False,98.80420242117347,9862,0.841159538871769,0.8051175855258941,0.5240473219820438
SUP_0037,Brown PLC,Vietnam,Yemen,Plastics,37,6463,17.580623642888455,0.7540574461685617,0.6942766984259999,0.032054169622288686,454.8544039266328,0.11323931645929892,341,0.8456457041030072,839735,0.7581820104546637,ISO45001,False,315.80975664910045,6084,0.6980875041410008,0.6519042730647353,0.6161063475734087
SUP_0038,Miller Group,USA,Suriname,Textiles,14,3737,17.377468207245872,0.7664173633681909,0.8171397242453635,0.02214487901368569,173.0797350971173,0.19610982736186028,747,0.416788443987428,916862,0.8170254645749797,ISO14001,False,396.4126335000201,1220,0.6655843689947673,0.8450003573355256,0.5715639927742349
SUP_0039,Spence PLC,Germany,Seychelles,Textiles,10,4662,13.262366331135224,0.9381646183548837,0.6442526947820829,0.0424761622949914,72.46944454267138,0.12945745811207346,456,1.1257352105143899,136108,0.6802379883314245,ISO45001,False,324.16234011379566,6998,0.552406677858379,0.8013253523130666,0.7995146823886632
SUP_0040,Anderson Group,Germany,Yemen,Metals,40,6216,19.145693422926342,0.8339816830567984,0.9789133358447262,0.00851421875268793,297.25261768823066,0.1511777357768932,759,0.2942040620278792,221951,0.8438277883569123,None,False,84.74413102798806,8895,0.39954829577633766,0.34824507755705314,0.5386605327443936
SUP_0041,"Martin, Rose and Obrien",Vietnam,Croatia,Chemicals,11,1842,27.693455508687432,0.8157107841223378,0.6219046555288125,0.017424664840649147,403.3981898130256,0.05092640460092057,543,1.1210516455820536,773978,0.9230360811294697,ISO14001,True,460.0428152202576,6883,0.2796838583519856,0.6167076612928853,0.5704285101898999
SUP_0042,"Campos, Vaughn and Marquez",Vietnam,Iran,Machinery,6,3622,17.61976333553897,0.965305311309749,0.7449575596466532,0.02944882916362413,319.8095010805699,0.05261889131766673,768,1.078829996572944,866912,0.9363746111143092,ISO9001,True,51.82133735853549,6804,0.3396767294131816,0.5169558483880277,0.698659057728799
SUP_0043,"Santos, Kim and Holmes",India,British Indian Ocean Territory (Chagos Archipelago),Construction Materials,19,2129,26.282420077137708,0.809540524757649,0.9346259253169331,0.029785226607469645,154.08189281827606,0.19281183995796564,493,1.115466193388769,572288,0.740267071306364,ISO14001,True,99.14478394268285,8138,0.7025969765979607,0.4906112983042096,0.9487152049094421
SUP_0044,Walker LLC,China,Angola,Electronics Manufacturing,23,104,12.132074208299528,0.7452842532361952,0.8863888915389591,0.03328727315359742,23.27703632670691,0.0943944323865899,742,1.0604649703014641,346199,0.6364380036946008,ISO45001,True,329.84559284741863,3154,0.6766504770484053,0.8637204771505336,0.9943643909777213
SUP_0045,"Spencer, Chapman and Smith",Vietnam,Russian Federation,Food & Beverage,37,6662,6.533669126451052,0.7252082543356012,0.8532963099643842,0.03705932604660411,425.5827667787729,0.0745553779325417,847,1.3215585708670812,391009,0.9124350988769412,ISO45001,True,137.11748238133333,1509,0.3904473697560724,0.3239596775743704,0.9153272532826249
SUP_0046,"Brown, Jones and Johnson",Japan,Greenland,Plastics,34,7133,10.497335574064282,0.7636580522734779,0.9898189060795479,0.03920817996461351,65.97658370099444,0.16315532399331212,358,1.7996492310987737,227215,0.6637374985875542,ISO14001,True,373.4266026720461,4133,0.6067825758609178,0.4805213798032416,0.5696780370364121
SUP_0047,Palmer LLC,Italy,Paraguay,Metals,29,9046,15.979226275488408,0.7794760139992897,0.8216712010063174,0.032919599029241346,416.5734838165288,0.09128425435212065,641,0.3600826971307338,509512,0.6932744376798088,ISO45001,True,320.2180510451493,8746,0.5586355025435206,0.886674874224807,0.7021907507745122
SUP_0048,Lewis-Anderson,Brazil,Vietnam,Chemicals,43,2916,10.10813611192484,0.7261977185675063,0.9083943702141914,0.0043442355623504875,420.1687054444844,0.1374386792714487,412,1.4709124361316208,238071,0.798241624103914,ISO14001,True,469.0465722691314,6312,0.4870039535459302,0.4889378556745364,0.7699213894540967
SUP_0049,"Johnston, Sanchez and Kennedy",India,Ireland,Food & Beverage,43,7151,12.599387051018534,0.7998712822928276,0.7406160644536876,0.021226883979730864,355.413519347587,0.16965721165363093,324,0.5681638631543029,55186,0.627217870427635,ISO9001,False,12.574371093608608,6767,0.38877911755202144,0.36410745132864386,0.9586567877311214
SUP_0050,Davis Ltd,USA,Jersey,Plastics,49,8032,26.492344308674166,0.7251445114400332,0.9832683172015722,0.03816122828333839,323.0851988137883,0.20180716910776997,784,1.4153254725839197,330197,0.9432018800629958,None,True,349.6558536138931,8780,0.8552474717492906,0.3275987679579541,0.8527875862578442
SUP_0051,Henderson-Owens,Mexico,Washington,Machinery,26,7174,5.237565634946588,0.7349515478480746,0.8924094685833126,0.010437352361495893,66.48819041116934,0.13435253194610253,776,1.0010070116491812,981741,0.6192089151262662,ISO14001,True,325.82785880665284,7793,0.5770159027856424,0.4610061861013921,0.5602834428886394
SUP_0052,Nunez Ltd,China,Bolivia,Pharmaceuticals,43,3033,13.6025046709998,0.8278993269069669,0.7617941798727403,0.02904896021223982,403.94871990643986,0.15768029807615752,696,1.2891936152303174,264444,0.8155521158638066,ISO9001,True,436.34844821145566,4446,0.7997613381473595,0.6702559938190484,0.969533849256448
SUP_0053,Powell LLC,India,South Georgia and the South Sandwich Islands,Machinery,46,2082,12.450712112500126,0.8819765843333273,0.9494708456745355,0.049220089990765464,386.4539727936139,0.13355335643346677,658,1.0927864641055938,414032,0.6835720010189058,ISO9001,True,150.74710591050004,6567,0.6724426521873935,0.7123759741296263,0.6386328228483868
SUP_0054,Wright and Sons,Japan,Mauritania,Electronics Manufacturing,24,9205,2.576942104570927,0.7632936274808686,0.9799844735800901,0.03953090570636205,53.81139113300716,0.13351615515698567,739,1.7799780584498557,922727,0.7635905289374544,ISO14001,True,495.6726268071185,5790,0.42126418914039,0.8864780146982718,0.6152845979025094
SUP_0055,Taylor-White,India,Kyrgyz Republic,Textiles,26,986,17.776884084034542,0.8015363251583517,0.6231370706253585,0.048486028876899755,443.0550836320786,0.23555045663904262,789,1.078971056197979,952929,0.8436072163188273,ISO9001,False,119.97588019996373,7387,0.6982972832737828,0.3244056121636774,0.94746072061392
SUP_0056,Baxter Inc,Japan,Kenya,Plastics,3,9229,11.885647517883582,0.8382362802158068,0.6177506654132947,0.042757483134003384,27.356960525087082,0.11581027307397421,836,1.1466290041573648,322250,0.6984868362021344,ISO9001,True,350.90000349637756,5395,0.49670058806301665,0.3567323511353535,0.6100916009749057
SUP_0057,"Garcia, Pearson and Fernandez",UK,American Samoa,Electronics Manufacturing,40,9566,27.63466212936811,0.9391574801182933,0.7391236831608772,0.034222791475394115,287.2086623579376,0.10340565403388427,561,1.0903945931427883,29623,0.6858499362893671,ISO9001,True,173.66435058516657,2704,0.6579771693354269,0.7760985402322103,0.8093056891075922
SUP_0058,House and Sons,South Korea,Chad,Machinery,5,606,12.345656135398396,0.9528346230461173,0.6116989132138236,0.041465020777673375,73.14623506198815,0.11702377085182838,381,1.654137345826218,452061,0.8648225313247271,ISO9001,True,51.20812998931248,9982,0.8849489424219388,0.7422694689116678,0.6299017905320798
SUP_0059,Tucker-Lewis,UK,Iran,Automotive Parts,48,5495,20.93193706107644,0.813723851319107,0.6717989293695333,0.03793124286847544,396.5154211166647,0.08475069506151336,783,0.22889041229982662,793066,0.6582321554262953,ISO45001,False,242.05120533319337,8313,0.5967324142139817,0.332019423668759,0.9357684030761881
SUP_0060,Martin Inc,UK,Iceland,Automotive Parts,12,5176,13.818235830378203,0.7190315819264637,0.9286051789629763,0.019219842932697507,411.20496524497594,0.10050174993767645,837,0.4019827382258374,154097,0.9489935750551989,ISO14001,True,90.1756723839179,9178,0.7607366126399173,0.5088621016929948,0.9199735823362359
SUP_0061,House-Glover,Germany,France,Automotive Parts,17,1038,14.427048498460156,0.8851725248225848,0.7590377591851177,0.014436544915084833,492.1490475003158,0.1318668012630086,826,1.5170903228588322,713650,0.6108969290095789,ISO14001,True,433.5355424214222,2355,0.5345862446319666,0.4114720167954851,0.6018506246381371
SUP_0062,Horton-Cross,Japan,Slovenia,Textiles,7,1009,18.16633751151788,0.7853087122696085,0.9647344139839644,0.04840805191707511,100.87484859156062,0.14241945815313212,505,1.2368218037326113,562829,0.8399478505301399,ISO14001,True,250.88132790330408,5209,0.3607403711616599,0.7131847572199357,0.7166233744858278
SUP_0063,"Stanley, Tucker and Lee",USA,Cuba,Pharmaceuticals,18,1439,21.07577504435877,0.9762681050312279,0.9631274611938561,0.03648998009819419,377.0892031596287,0.07918441480702909,345,0.37074153151287514,477535,0.768824733543057,ISO9001,True,390.14432053854847,8132,0.5141693147077692,0.3615065494013833,0.6753134656045904
SUP_0064,Riley PLC,USA,Bahamas,Metals,22,3224,18.710422942618994,0.7384875686724874,0.8270163393046233,0.034783783487726025,402.2874825634506,0.09003004884896203,727,0.2986788966353605,868058,0.6434769883548207,ISO45001,True,312.13624511261224,9731,0.3390687090698511,0.9546412707096217,0.9736752313155194
SUP_0065,"Edwards, Williams and Woods",UK,Uruguay,Machinery,11,257,21.586970328171628,0.831172302510307,0.85743107807861,0.02679373038586955,368.4788656601126,0.06632599640611792,311,0.5694961446192782,529052,0.7677476250017006,ISO14001,True,240.38947042136587,4880,0.24569433255095943,0.8527889549997354,0.8293538877504381
SUP_0066,"Moore, Yu and Miller",India,Colombia,Textiles,6,7107,15.987998023461998,0.8894462755788257,0.7329258501420436,0.02758145315024901,251.7056549240618,0.06630529791048534,334,0.5190661373524142,812741,0.6107283757720321,ISO9001,True,435.4535276501065,258,0.4327258929175527,0.8923717044133344,0.8143824091029725
SUP_0067,Larson Ltd,UK,Tokelau,Food & Beverage,24,1762,27.967857519294306,0.7085243892693871,0.7582060679396061,0.03070324696449741,302.88454697537355,0.2085912189211263,594,0.6259728147465979,289922,0.6993490850130257,ISO9001,True,238.24827543992177,3058,0.28863367516736793,0.8432001449248006,0.7026550915428718
SUP_0068,Powell PLC,Mexico,Egypt,Textiles,37,4698,17.061092011219667,0.7716970115769213,0.9482999605090046,0.022819957495130612,262.2605034255482,0.12184667387995314,429,0.28099686511378996,111520,0.7368785378281162,None,True,331.8009656252332,5643,0.5789711840800861,0.5776618434404934,0.6185139285541681
SUP_0069,"Wheeler, Harvey and Barnes",Italy,Myanmar,Automotive Parts,14,5774,19.9813340972357,0.8249573818619237,0.6994857090350519,0.031240104343597475,356.32083627386845,0.08340838158018998,583,0.16967571117373165,327348,0.7248562185640005,ISO14001,False,355.63894111497973,2303,0.7913729421393352,0.6906981747157039,0.7699529197511062
SUP_0070,"Mills, Donovan and Harris",Germany,Saint Barthelemy,Textiles,9,9558,12.531217084193438,0.9716156507655388,0.6157374162674039,0.006983385786491313,231.5775238588833,0.236775003505581,460,1.0637461365079457,306141,0.8408727530533083,ISO9001,True,346.1241906316622,225,0.8614494283385912,0.7473839564708502,0.9339591472600111
SUP_0071,Allen-Foster,Vietnam,Paraguay,Textiles,23,7645,9.672181375674871,0.7384872496075904,0.6574169448157571,0.04705116980441525,369.1204699872575,0.08247637893246418,640,0.27841135999989497,688556,0.7553125767565999,ISO45001,True,349.38671659082064,5338,0.8556913755792186,0.778273619802752,0.7485873820042137
SUP_0072,"Evans, Stewart and Walton",USA,Barbados,Construction Materials,47,1036,15.459028872903367,0.9699751216970236,0.8758107004126244,0.03414915590308508,115.68082467488142,0.18177709404653147,352,1.3672458822827238,168056,0.6373075606077967,ISO14001,False,33.62389904167245,5804,0.7931509340221163,0.9953358561510399,0.8762138813077862
SUP_0073,Ellis PLC,Japan,Bolivia,Food & Beverage,34,3223,20.947352444623203,0.934275323162965,0.9049140539106463,0.04009286879407309,223.43582425833716,0.21356684323500436,643,0.6640516216645335,649430,0.6020155311743425,ISO9001,True,204.12461888853514,9208,0.4043357633862382,0.6839498051560338,0.7982427374927108
SUP_0074,Medina PLC,USA,Estonia,Chemicals,26,7060,8.861960924315039,0.7488488716913887,0.8570303875788758,0.03820787206822043,255.21820147406333,0.15847273299594766,627,1.0862553917588142,774357,0.9199827805830144,ISO45001,True,83.0060094253954,4499,0.5641378953818659,0.6735217827088149,0.8039525463967223
SUP_0075,Mahoney Inc,Mexico,Turkmenistan,Textiles,44,6620,13.73657155999518,0.9688400179909289,0.6241069561158243,0.046787365313470206,182.29511674742085,0.0702841656898433,672,0.6412585137276533,701738,0.9253620570976961,ISO14001,True,53.91690618592163,9973,0.419924165443325,0.9837076670638052,0.9115870077978301
SUP_0076,Wood and Sons,Italy,Kazakhstan,Metals,39,7102,16.96042264850435,0.7535296875657396,0.718111315688124,0.03987695564924403,100.76193880823074,0.23355049783427545,383,1.018736728767857,372246,0.8855120252264983,ISO9001,True,65.02912876149739,6384,0.581289456117065,0.873432201598753,0.942103231674204
SUP_0077,"Warner, Carr and Archer",Thailand,Palau,Plastics,15,59,12.685254672873203,0.9627084203884505,0.9079778801006716,0.028275215838899147,135.26604892654342,0.11041210036695902,830,1.7172310956202645,172982,0.8336424647520146,ISO9001,True,231.36616258124226,9876,0.6894989959553457,0.9039579542802598,0.6083699000453878
SUP_0078,"Smith, Montoya and Evans",USA,Panama,Pharmaceuticals,15,1037,9.59290185627298,0.7597939877103437,0.855184317326388,0.013587308534640026,319.68758815000507,0.061690922821710785,619,0.35923552985779295,337252,0.8365444357805816,ISO14001,True,365.01325718532286,6702,0.8930047949617507,0.38987600261788763,0.5520548246920831
SUP_0079,Mcmillan and Sons,Brazil,Estonia,Metals,32,9432,11.256823429818335,0.8871340528824578,0.8383002912755827,0.02065820778791015,189.80847881035234,0.11871209495514079,816,0.23287005084792484,145327,0.7890041701115786,ISO45001,True,271.1493154101543,2528,0.4654869159042949,0.43322740397334747,0.5261694378932542
SUP_0080,Preston Ltd,UK,Micronesia,Chemicals,17,3924,19.34051571478965,0.9118886479693813,0.7860822449134872,0.003946974787438476,285.5254397801758,0.24152505690107606,776,1.411009292559265,35592,0.6596672783608711,ISO14001,True,412.68515751153257,3183,0.37805721939118564,0.7654382071410526,0.8977249803948646
SUP_0081,Nelson PLC,Mexico,Cote d'Ivoire,Automotive Parts,40,9782,19.3265845101019,0.7706604476585213,0.8686233774452149,0.005553528074590107,135.95316055171912,0.207580397658453,460,1.2561241840536035,20699,0.873709830684635,ISO45001,True,158.532894413211,6357,0.37333960151753665,0.5666366678576911,0.6731608842945018
SUP_0082,"Cooper, Watts and Farrell",Thailand,Madagascar,Electronics Manufacturing,11,5349,18.820480392481375,0.781114026156729,0.9769548076408933,0.043793496424468545,89.2644635625337,0.2072551913514189,442,1.985100228164294,467828,0.736864967070361,ISO14001,True,274.468983192372,5648,0.40449863478126413,0.9145820243115486,0.9340283450537252
SUP_0083,King-Odonnell,South Korea,Austria,Machinery,14,8314,12.829449102520098,0.9776236374894303,0.8292165715723397,0.04670380628333649,291.8300417433462,0.14587088802757037,588,1.8532386619754493,15901,0.6487193086161354,ISO45001,False,165.59040945960115,2630,0.4189304222178505,0.40246179451357433,0.6837672111457658
SUP_0084,Walters LLC,Vietnam,Aruba,Textiles,4,586,12.281102833883303,0.7674398939259602,0.6319861577437208,0.039059457893112944,69.79717554095356,0.16885815011235494,842,1.0616695393964637,261537,0.6972134183122414,ISO45001,True,18.66702671049604,5279,0.3918385753156236,0.5705225888114029,0.7822205453394413
SUP_0085,Cook and Sons,China,Northern Mariana Islands,Plastics,2,6575,12.181754862868287,0.7352016324325044,0.7213100590270383,0.005951244739521688,349.1590574301246,0.06245835962601254,559,1.3030602894255818,589111,0.8848895943271066,ISO14001,True,315.70895978290287,4617,0.44086670711229725,0.39149726371813964,0.9433021076202334
SUP_0086,Martin-Ramos,India,Romania,Chemicals,14,6190,12.94534421850408,0.9230984191559886,0.6044125057714589,0.021391545910808316,245.85863430130857,0.05383845536461134,770,0.36050844088509815,670902,0.8166318675527025,ISO9001,False,318.3564149452607,2485,0.15169334387526892,0.3298432465009229,0.6857042838250704
